Event,Year,Month,Day,Company Name,Ticker,Market,Industry,Country
US reinstated tariff plans ,2018,5,29,China Southern Airlines Co. Ltd. ADR,ZNH,^DJI,Transportation/Logistics,China
"US Initial list of tariff finalized, set to take effect on July 6, 2018",2018,6,15,DowDuPont Inc.,DWDP,^DJI,Basic Materials (Chemicals),U.S.
"US Initial list of tariff finalized, set to take effect on July 6, 2019",2018,6,15,3M Co.,MMM,^DJI,Business/Consumer Services,U.S.
"US Initial list of tariff finalized, set to take effect on July 6, 2020",2018,6,15,International Business Machines Corp.,IBM,^DJI,Business/Consumer Services,U.S.
"US Initial list of tariff finalized, set to take effect on July 6, 2021",2018,6,15,Exxon Mobil Corp.,XOM,^DJI,Energy,U.S.
"US Initial list of tariff finalized, set to take effect on July 6, 2022",2018,6,15,Chevron Corp.,CVX,^DJI,Energy,U.S.
"US Initial list of tariff finalized, set to take effect on July 6, 2023",2018,6,15,Procter & Gamble Co.,PG,^DJI,Consumer Goods,U.S.
"US Initial list of tariff finalized, set to take effect on July 6, 2024",2018,6,15,Nike Inc. Cl B,NKE,^DJI,Consumer Goods,U.S.
"US Initial list of tariff finalized, set to take effect on July 6, 2025",2018,6,15,Coca-Cola Co.,KO,^DJI,Consumer Goods,U.S.
"US Initial list of tariff finalized, set to take effect on July 6, 2026",2018,6,15,American Express Co.,AXP,^DJI,Financial Services,U.S.
"US Initial list of tariff finalized, set to take effect on July 6, 2027",2018,6,15,VISA Inc. Cl A,V,^DJI,Financial Services,U.S.
"US Initial list of tariff finalized, set to take effect on July 6, 2028",2018,6,15,Goldman Sachs Group Inc.,GS,^DJI,Financial Services,U.S.
"US Initial list of tariff finalized, set to take effect on July 6, 2029",2018,6,15,UnitedHealth Group Inc.,UNH,^DJI,Financial Services,U.S.
"US Initial list of tariff finalized, set to take effect on July 6, 2030",2018,6,15,JPMorgan Chase & Co.,JPM,^DJI,Financial Services,U.S.
"US Initial list of tariff finalized, set to take effect on July 6, 2031",2018,6,15,Travelers Cos. Inc.,TRV,^DJI,Financial Services,U.S.
"US Initial list of tariff finalized, set to take effect on July 6, 2032",2018,6,15,Johnson & Johnson,JNJ,^DJI,Health Care/Life Sciences,U.S.
"US Initial list of tariff finalized, set to take effect on July 6, 2033",2018,6,15,Merck & Co. Inc.,MRK,^DJI,Health Care/Life Sciences,U.S.
"US Initial list of tariff finalized, set to take effect on July 6, 2034",2018,6,15,Pfizer Inc.,PFE,^DJI,Health Care/Life Sciences,U.S.
"US Initial list of tariff finalized, set to take effect on July 6, 2035",2018,6,15,United Technologies Corp.,UTX,^DJI,Industrial Goods,U.S.
"US Initial list of tariff finalized, set to take effect on July 6, 2036",2018,6,15,Caterpillar Inc.,CAT,^DJI,Industrial Goods,U.S.
"US Initial list of tariff finalized, set to take effect on July 6, 2037",2018,6,15,Boeing Co.,BA,^DJI,Industrial Goods,U.S.
"US Initial list of tariff finalized, set to take effect on July 6, 2038",2018,6,15,McDonald's Corp.,MCD,^DJI,Leisure/Arts/Hospitality,U.S.
"US Initial list of tariff finalized, set to take effect on July 6, 2039",2018,6,15,Walt Disney Co.,DIS,^DJI,Media/Entertainment,U.S.
"US Initial list of tariff finalized, set to take effect on July 6, 2040",2018,6,15,Home Depot Inc.,HD,^DJI,Retail/Wholesale,U.S.
"US Initial list of tariff finalized, set to take effect on July 6, 2041",2018,6,15,Walgreens Boots Alliance Inc.,WBA,^IXIC,Retail/Wholesale,U.S.
"US Initial list of tariff finalized, set to take effect on July 6, 2042",2018,6,15,Walmart Inc.,WMT,^DJI,Retail/Wholesale,U.S.
"US Initial list of tariff finalized, set to take effect on July 6, 2043",2018,6,15,Intel Corp.,INTC,^DJI,Technology,U.S.
"US Initial list of tariff finalized, set to take effect on July 6, 2044",2018,6,15,Microsoft Corp.,MSFT,^IXIC,Technology,U.S.
"US Initial list of tariff finalized, set to take effect on July 6, 2045",2018,6,15,Cisco Systems Inc.,CSCO,^IXIC,Technology,U.S.
"US Initial list of tariff finalized, set to take effect on July 6, 2046",2018,6,15,Apple Inc.,AAPL,^IXIC,Technology,U.S.
"US Initial list of tariff finalized, set to take effect on July 6, 2047",2018,6,15,Verizon Communications Inc.,VZ,^DJI,Telecom,U.S.
"US Initial list of tariff finalized, set to take effect on July 6, 2048",2018,6,15,New Oriental Education & Technology Group Inc. ADR,EDU,^DJI,Business/Consumer Services,China
"US Initial list of tariff finalized, set to take effect on July 6, 2049",2018,6,15,China Petroleum & Chemical Corp. ADR,SNP,^DJI,Energy,China
"US Initial list of tariff finalized, set to take effect on July 6, 2050",2018,6,15,PetroChina Co. Ltd. ADR,PTR,^DJI,Energy,China
"US Initial list of tariff finalized, set to take effect on July 6, 2051",2018,6,15,China Life Insurance Co. Ltd. ADR,LFC,^DJI,Financial Services,China
"US Initial list of tariff finalized, set to take effect on July 6, 2052",2018,6,15,Phoenix New Media Ltd. Cl A ADR,FENG,^DJI,Media/Entertainment,China
"US Initial list of tariff finalized, set to take effect on July 6, 2053",2018,6,15,Alibaba Group Holding Ltd. ADR,BABA,^DJI,Retail/Wholesale,China
"US Initial list of tariff finalized, set to take effect on July 6, 2054",2018,6,15,Baidu Inc. ADR,BIDU,^IXIC,Technology,China
"US Initial list of tariff finalized, set to take effect on July 6, 2055",2018,6,15,Weibo Corp. ADR,WB,^IXIC,Technology,China
"US Initial list of tariff finalized, set to take effect on July 6, 2056",2018,6,15,China Telecom Corp. Ltd. ADR,CHA,^DJI,Telecom,China
"US Initial list of tariff finalized, set to take effect on July 6, 2057",2018,6,15,China Southern Airlines Co. Ltd. ADR,ZNH,^DJI,Transportation/Logistics,China
"China revised corresponding list of tariff, set to take effect on the same date",2018,6,16,DowDuPont Inc.,DWDP,^DJI,Basic Materials (Chemicals),U.S.
"China revised corresponding list of tariff, set to take effect on the same date",2018,6,16,3M Co.,MMM,^DJI,Business/Consumer Services,U.S.
"China revised corresponding list of tariff, set to take effect on the same date",2018,6,16,International Business Machines Corp.,IBM,^DJI,Business/Consumer Services,U.S.
"China revised corresponding list of tariff, set to take effect on the same date",2018,6,16,Exxon Mobil Corp.,XOM,^DJI,Energy,U.S.
"China revised corresponding list of tariff, set to take effect on the same date",2018,6,16,Chevron Corp.,CVX,^DJI,Energy,U.S.
"China revised corresponding list of tariff, set to take effect on the same date",2018,6,16,Procter & Gamble Co.,PG,^DJI,Consumer Goods,U.S.
"China revised corresponding list of tariff, set to take effect on the same date",2018,6,16,Nike Inc. Cl B,NKE,^DJI,Consumer Goods,U.S.
"China revised corresponding list of tariff, set to take effect on the same date",2018,6,16,Coca-Cola Co.,KO,^DJI,Consumer Goods,U.S.
"China revised corresponding list of tariff, set to take effect on the same date",2018,6,16,American Express Co.,AXP,^DJI,Financial Services,U.S.
"China revised corresponding list of tariff, set to take effect on the same date",2018,6,16,VISA Inc. Cl A,V,^DJI,Financial Services,U.S.
"China revised corresponding list of tariff, set to take effect on the same date",2018,6,16,Goldman Sachs Group Inc.,GS,^DJI,Financial Services,U.S.
"China revised corresponding list of tariff, set to take effect on the same date",2018,6,16,UnitedHealth Group Inc.,UNH,^DJI,Financial Services,U.S.
"China revised corresponding list of tariff, set to take effect on the same date",2018,6,16,JPMorgan Chase & Co.,JPM,^DJI,Financial Services,U.S.
"China revised corresponding list of tariff, set to take effect on the same date",2018,6,16,Travelers Cos. Inc.,TRV,^DJI,Financial Services,U.S.
"China revised corresponding list of tariff, set to take effect on the same date",2018,6,16,Johnson & Johnson,JNJ,^DJI,Health Care/Life Sciences,U.S.
"China revised corresponding list of tariff, set to take effect on the same date",2018,6,16,Merck & Co. Inc.,MRK,^DJI,Health Care/Life Sciences,U.S.
"China revised corresponding list of tariff, set to take effect on the same date",2018,6,16,Pfizer Inc.,PFE,^DJI,Health Care/Life Sciences,U.S.
"China revised corresponding list of tariff, set to take effect on the same date",2018,6,16,United Technologies Corp.,UTX,^DJI,Industrial Goods,U.S.
"China revised corresponding list of tariff, set to take effect on the same date",2018,6,16,Caterpillar Inc.,CAT,^DJI,Industrial Goods,U.S.
"China revised corresponding list of tariff, set to take effect on the same date",2018,6,16,Boeing Co.,BA,^DJI,Industrial Goods,U.S.
"China revised corresponding list of tariff, set to take effect on the same date",2018,6,16,McDonald's Corp.,MCD,^DJI,Leisure/Arts/Hospitality,U.S.
"China revised corresponding list of tariff, set to take effect on the same date",2018,6,16,Walt Disney Co.,DIS,^DJI,Media/Entertainment,U.S.
"China revised corresponding list of tariff, set to take effect on the same date",2018,6,16,Home Depot Inc.,HD,^DJI,Retail/Wholesale,U.S.
"China revised corresponding list of tariff, set to take effect on the same date",2018,6,16,Walgreens Boots Alliance Inc.,WBA,^IXIC,Retail/Wholesale,U.S.
"China revised corresponding list of tariff, set to take effect on the same date",2018,6,16,Walmart Inc.,WMT,^DJI,Retail/Wholesale,U.S.
"China revised corresponding list of tariff, set to take effect on the same date",2018,6,16,Intel Corp.,INTC,^DJI,Technology,U.S.
"China revised corresponding list of tariff, set to take effect on the same date",2018,6,16,Microsoft Corp.,MSFT,^IXIC,Technology,U.S.
"China revised corresponding list of tariff, set to take effect on the same date",2018,6,16,Cisco Systems Inc.,CSCO,^IXIC,Technology,U.S.
"China revised corresponding list of tariff, set to take effect on the same date",2018,6,16,Apple Inc.,AAPL,^IXIC,Technology,U.S.
"China revised corresponding list of tariff, set to take effect on the same date",2018,6,16,Verizon Communications Inc.,VZ,^DJI,Telecom,U.S.
"China revised corresponding list of tariff, set to take effect on the same date",2018,6,16,New Oriental Education & Technology Group Inc. ADR,EDU,^DJI,Business/Consumer Services,China
"China revised corresponding list of tariff, set to take effect on the same date",2018,6,16,China Petroleum & Chemical Corp. ADR,SNP,^DJI,Energy,China
"China revised corresponding list of tariff, set to take effect on the same date",2018,6,16,PetroChina Co. Ltd. ADR,PTR,^DJI,Energy,China
"China revised corresponding list of tariff, set to take effect on the same date",2018,6,16,China Life Insurance Co. Ltd. ADR,LFC,^DJI,Financial Services,China
"China revised corresponding list of tariff, set to take effect on the same date",2018,6,16,Phoenix New Media Ltd. Cl A ADR,FENG,^DJI,Media/Entertainment,China
"China revised corresponding list of tariff, set to take effect on the same date",2018,6,16,Alibaba Group Holding Ltd. ADR,BABA,^DJI,Retail/Wholesale,China
"China revised corresponding list of tariff, set to take effect on the same date",2018,6,16,Baidu Inc. ADR,BIDU,^IXIC,Technology,China
"China revised corresponding list of tariff, set to take effect on the same date",2018,6,16,Weibo Corp. ADR,WB,^IXIC,Technology,China
"China revised corresponding list of tariff, set to take effect on the same date",2018,6,16,China Telecom Corp. Ltd. ADR,CHA,^DJI,Telecom,China
"China revised corresponding list of tariff, set to take effect on the same date",2018,6,16,China Southern Airlines Co. Ltd. ADR,ZNH,^DJI,Transportation/Logistics,China
First round of tariffs went into effect (25%); 2nd list of tariff released by US,2018,7,6,DowDuPont Inc.,DWDP,^DJI,Basic Materials (Chemicals),U.S.
First round of tariffs went into effect (25%); 2nd list of tariff released by US,2018,7,6,3M Co.,MMM,^DJI,Business/Consumer Services,U.S.
First round of tariffs went into effect (25%); 2nd list of tariff released by US,2018,7,6,International Business Machines Corp.,IBM,^DJI,Business/Consumer Services,U.S.
First round of tariffs went into effect (25%); 2nd list of tariff released by US,2018,7,6,Exxon Mobil Corp.,XOM,^DJI,Energy,U.S.
First round of tariffs went into effect (25%); 2nd list of tariff released by US,2018,7,6,Chevron Corp.,CVX,^DJI,Energy,U.S.
First round of tariffs went into effect (25%); 2nd list of tariff released by US,2018,7,6,Procter & Gamble Co.,PG,^DJI,Consumer Goods,U.S.
First round of tariffs went into effect (25%); 2nd list of tariff released by US,2018,7,6,Nike Inc. Cl B,NKE,^DJI,Consumer Goods,U.S.
First round of tariffs went into effect (25%); 2nd list of tariff released by US,2018,7,6,Coca-Cola Co.,KO,^DJI,Consumer Goods,U.S.
First round of tariffs went into effect (25%); 2nd list of tariff released by US,2018,7,6,American Express Co.,AXP,^DJI,Financial Services,U.S.
First round of tariffs went into effect (25%); 2nd list of tariff released by US,2018,7,6,VISA Inc. Cl A,V,^DJI,Financial Services,U.S.
First round of tariffs went into effect (25%); 2nd list of tariff released by US,2018,7,6,Goldman Sachs Group Inc.,GS,^DJI,Financial Services,U.S.
First round of tariffs went into effect (25%); 2nd list of tariff released by US,2018,7,6,UnitedHealth Group Inc.,UNH,^DJI,Financial Services,U.S.
First round of tariffs went into effect (25%); 2nd list of tariff released by US,2018,7,6,JPMorgan Chase & Co.,JPM,^DJI,Financial Services,U.S.
First round of tariffs went into effect (25%); 2nd list of tariff released by US,2018,7,6,Travelers Cos. Inc.,TRV,^DJI,Financial Services,U.S.
First round of tariffs went into effect (25%); 2nd list of tariff released by US,2018,7,6,Johnson & Johnson,JNJ,^DJI,Health Care/Life Sciences,U.S.
First round of tariffs went into effect (25%); 2nd list of tariff released by US,2018,7,6,Merck & Co. Inc.,MRK,^DJI,Health Care/Life Sciences,U.S.
First round of tariffs went into effect (25%); 2nd list of tariff released by US,2018,7,6,Pfizer Inc.,PFE,^DJI,Health Care/Life Sciences,U.S.
First round of tariffs went into effect (25%); 2nd list of tariff released by US,2018,7,6,United Technologies Corp.,UTX,^DJI,Industrial Goods,U.S.
First round of tariffs went into effect (25%); 2nd list of tariff released by US,2018,7,6,Caterpillar Inc.,CAT,^DJI,Industrial Goods,U.S.
First round of tariffs went into effect (25%); 2nd list of tariff released by US,2018,7,6,Boeing Co.,BA,^DJI,Industrial Goods,U.S.
First round of tariffs went into effect (25%); 2nd list of tariff released by US,2018,7,6,McDonald's Corp.,MCD,^DJI,Leisure/Arts/Hospitality,U.S.
First round of tariffs went into effect (25%); 2nd list of tariff released by US,2018,7,6,Walt Disney Co.,DIS,^DJI,Media/Entertainment,U.S.
First round of tariffs went into effect (25%); 2nd list of tariff released by US,2018,7,6,Home Depot Inc.,HD,^DJI,Retail/Wholesale,U.S.
First round of tariffs went into effect (25%); 2nd list of tariff released by US,2018,7,6,Walgreens Boots Alliance Inc.,WBA,^IXIC,Retail/Wholesale,U.S.
First round of tariffs went into effect (25%); 2nd list of tariff released by US,2018,7,6,Walmart Inc.,WMT,^DJI,Retail/Wholesale,U.S.
First round of tariffs went into effect (25%); 2nd list of tariff released by US,2018,7,6,Intel Corp.,INTC,^DJI,Technology,U.S.
First round of tariffs went into effect (25%); 2nd list of tariff released by US,2018,7,6,Microsoft Corp.,MSFT,^IXIC,Technology,U.S.
First round of tariffs went into effect (25%); 2nd list of tariff released by US,2018,7,6,Cisco Systems Inc.,CSCO,^IXIC,Technology,U.S.
First round of tariffs went into effect (25%); 2nd list of tariff released by US,2018,7,6,Apple Inc.,AAPL,^IXIC,Technology,U.S.
First round of tariffs went into effect (25%); 2nd list of tariff released by US,2018,7,6,Verizon Communications Inc.,VZ,^DJI,Telecom,U.S.
First round of tariffs went into effect (25%); 2nd list of tariff released by US,2018,7,6,New Oriental Education & Technology Group Inc. ADR,EDU,^DJI,Business/Consumer Services,China
First round of tariffs went into effect (25%); 2nd list of tariff released by US,2018,7,6,China Petroleum & Chemical Corp. ADR,SNP,^DJI,Energy,China
First round of tariffs went into effect (25%); 2nd list of tariff released by US,2018,7,6,PetroChina Co. Ltd. ADR,PTR,^DJI,Energy,China
First round of tariffs went into effect (25%); 2nd list of tariff released by US,2018,7,6,China Life Insurance Co. Ltd. ADR,LFC,^DJI,Financial Services,China
First round of tariffs went into effect (25%); 2nd list of tariff released by US,2018,7,6,Phoenix New Media Ltd. Cl A ADR,FENG,^DJI,Media/Entertainment,China
First round of tariffs went into effect (25%); 2nd list of tariff released by US,2018,7,6,Alibaba Group Holding Ltd. ADR,BABA,^DJI,Retail/Wholesale,China
First round of tariffs went into effect (25%); 2nd list of tariff released by US,2018,7,6,Baidu Inc. ADR,BIDU,^IXIC,Technology,China
First round of tariffs went into effect (25%); 2nd list of tariff released by US,2018,7,6,Weibo Corp. ADR,WB,^IXIC,Technology,China
First round of tariffs went into effect (25%); 2nd list of tariff released by US,2018,7,6,China Telecom Corp. Ltd. ADR,CHA,^DJI,Telecom,China
First round of tariffs went into effect (25%); 2nd list of tariff released by US,2018,7,6,China Southern Airlines Co. Ltd. ADR,ZNH,^DJI,Transportation/Logistics,China
Third list of tariff released by US,2018,7,10,DowDuPont Inc.,DWDP,^DJI,Basic Materials (Chemicals),U.S.
Third list of tariff released by US,2018,7,10,3M Co.,MMM,^DJI,Business/Consumer Services,U.S.
Third list of tariff released by US,2018,7,10,International Business Machines Corp.,IBM,^DJI,Business/Consumer Services,U.S.
Third list of tariff released by US,2018,7,10,Exxon Mobil Corp.,XOM,^DJI,Energy,U.S.
Third list of tariff released by US,2018,7,10,Chevron Corp.,CVX,^DJI,Energy,U.S.
Third list of tariff released by US,2018,7,10,Procter & Gamble Co.,PG,^DJI,Consumer Goods,U.S.
Third list of tariff released by US,2018,7,10,Nike Inc. Cl B,NKE,^DJI,Consumer Goods,U.S.
Third list of tariff released by US,2018,7,10,Coca-Cola Co.,KO,^DJI,Consumer Goods,U.S.
Third list of tariff released by US,2018,7,10,American Express Co.,AXP,^DJI,Financial Services,U.S.
Third list of tariff released by US,2018,7,10,VISA Inc. Cl A,V,^DJI,Financial Services,U.S.
Third list of tariff released by US,2018,7,10,Goldman Sachs Group Inc.,GS,^DJI,Financial Services,U.S.
Third list of tariff released by US,2018,7,10,UnitedHealth Group Inc.,UNH,^DJI,Financial Services,U.S.
Third list of tariff released by US,2018,7,10,JPMorgan Chase & Co.,JPM,^DJI,Financial Services,U.S.
Third list of tariff released by US,2018,7,10,Travelers Cos. Inc.,TRV,^DJI,Financial Services,U.S.
Third list of tariff released by US,2018,7,10,Johnson & Johnson,JNJ,^DJI,Health Care/Life Sciences,U.S.
Third list of tariff released by US,2018,7,10,Merck & Co. Inc.,MRK,^DJI,Health Care/Life Sciences,U.S.
Third list of tariff released by US,2018,7,10,Pfizer Inc.,PFE,^DJI,Health Care/Life Sciences,U.S.
Third list of tariff released by US,2018,7,10,United Technologies Corp.,UTX,^DJI,Industrial Goods,U.S.
Third list of tariff released by US,2018,7,10,Caterpillar Inc.,CAT,^DJI,Industrial Goods,U.S.
Third list of tariff released by US,2018,7,10,Boeing Co.,BA,^DJI,Industrial Goods,U.S.
Third list of tariff released by US,2018,7,10,McDonald's Corp.,MCD,^DJI,Leisure/Arts/Hospitality,U.S.
Third list of tariff released by US,2018,7,10,Walt Disney Co.,DIS,^DJI,Media/Entertainment,U.S.
Third list of tariff released by US,2018,7,10,Home Depot Inc.,HD,^DJI,Retail/Wholesale,U.S.
Third list of tariff released by US,2018,7,10,Walgreens Boots Alliance Inc.,WBA,^IXIC,Retail/Wholesale,U.S.
Third list of tariff released by US,2018,7,10,Walmart Inc.,WMT,^DJI,Retail/Wholesale,U.S.
Third list of tariff released by US,2018,7,10,Intel Corp.,INTC,^DJI,Technology,U.S.
Third list of tariff released by US,2018,7,10,Microsoft Corp.,MSFT,^IXIC,Technology,U.S.
Third list of tariff released by US,2018,7,10,Cisco Systems Inc.,CSCO,^IXIC,Technology,U.S.
Third list of tariff released by US,2018,7,10,Apple Inc.,AAPL,^IXIC,Technology,U.S.
Third list of tariff released by US,2018,7,10,Verizon Communications Inc.,VZ,^DJI,Telecom,U.S.
Third list of tariff released by US,2018,7,10,New Oriental Education & Technology Group Inc. ADR,EDU,^DJI,Business/Consumer Services,China
Third list of tariff released by US,2018,7,10,China Petroleum & Chemical Corp. ADR,SNP,^DJI,Energy,China
Third list of tariff released by US,2018,7,10,PetroChina Co. Ltd. ADR,PTR,^DJI,Energy,China
Third list of tariff released by US,2018,7,10,China Life Insurance Co. Ltd. ADR,LFC,^DJI,Financial Services,China
Third list of tariff released by US,2018,7,10,Phoenix New Media Ltd. Cl A ADR,FENG,^DJI,Media/Entertainment,China
Third list of tariff released by US,2018,7,10,Alibaba Group Holding Ltd. ADR,BABA,^DJI,Retail/Wholesale,China
Third list of tariff released by US,2018,7,10,Baidu Inc. ADR,BIDU,^IXIC,Technology,China
Third list of tariff released by US,2018,7,10,Weibo Corp. ADR,WB,^IXIC,Technology,China
Third list of tariff released by US,2018,7,10,China Telecom Corp. Ltd. ADR,CHA,^DJI,Telecom,China
Third list of tariff released by US,2018,7,10,China Southern Airlines Co. Ltd. ADR,ZNH,^DJI,Transportation/Logistics,China
US increased proposed tariff to 25% (from 10%) on $200b ,2018,8,2,DowDuPont Inc.,DWDP,^DJI,Basic Materials (Chemicals),U.S.
US increased proposed tariff to 25% (from 10%) on $200b ,2018,8,2,3M Co.,MMM,^DJI,Business/Consumer Services,U.S.
US increased proposed tariff to 25% (from 10%) on $200b ,2018,8,2,International Business Machines Corp.,IBM,^DJI,Business/Consumer Services,U.S.
US increased proposed tariff to 25% (from 10%) on $200b ,2018,8,2,Exxon Mobil Corp.,XOM,^DJI,Energy,U.S.
US increased proposed tariff to 25% (from 10%) on $200b ,2018,8,2,Chevron Corp.,CVX,^DJI,Energy,U.S.
US increased proposed tariff to 25% (from 10%) on $200b ,2018,8,2,Procter & Gamble Co.,PG,^DJI,Consumer Goods,U.S.
US increased proposed tariff to 25% (from 10%) on $200b ,2018,8,2,Nike Inc. Cl B,NKE,^DJI,Consumer Goods,U.S.
US increased proposed tariff to 25% (from 10%) on $200b ,2018,8,2,Coca-Cola Co.,KO,^DJI,Consumer Goods,U.S.
US increased proposed tariff to 25% (from 10%) on $200b ,2018,8,2,American Express Co.,AXP,^DJI,Financial Services,U.S.
US increased proposed tariff to 25% (from 10%) on $200b ,2018,8,2,VISA Inc. Cl A,V,^DJI,Financial Services,U.S.
US increased proposed tariff to 25% (from 10%) on $200b ,2018,8,2,Goldman Sachs Group Inc.,GS,^DJI,Financial Services,U.S.
US increased proposed tariff to 25% (from 10%) on $200b ,2018,8,2,UnitedHealth Group Inc.,UNH,^DJI,Financial Services,U.S.
US increased proposed tariff to 25% (from 10%) on $200b ,2018,8,2,JPMorgan Chase & Co.,JPM,^DJI,Financial Services,U.S.
US increased proposed tariff to 25% (from 10%) on $200b ,2018,8,2,Travelers Cos. Inc.,TRV,^DJI,Financial Services,U.S.
US increased proposed tariff to 25% (from 10%) on $200b ,2018,8,2,Johnson & Johnson,JNJ,^DJI,Health Care/Life Sciences,U.S.
US increased proposed tariff to 25% (from 10%) on $200b ,2018,8,2,Merck & Co. Inc.,MRK,^DJI,Health Care/Life Sciences,U.S.
US increased proposed tariff to 25% (from 10%) on $200b ,2018,8,2,Pfizer Inc.,PFE,^DJI,Health Care/Life Sciences,U.S.
US increased proposed tariff to 25% (from 10%) on $200b ,2018,8,2,United Technologies Corp.,UTX,^DJI,Industrial Goods,U.S.
US increased proposed tariff to 25% (from 10%) on $200b ,2018,8,2,Caterpillar Inc.,CAT,^DJI,Industrial Goods,U.S.
US increased proposed tariff to 25% (from 10%) on $200b ,2018,8,2,Boeing Co.,BA,^DJI,Industrial Goods,U.S.
US increased proposed tariff to 25% (from 10%) on $200b ,2018,8,2,McDonald's Corp.,MCD,^DJI,Leisure/Arts/Hospitality,U.S.
US increased proposed tariff to 25% (from 10%) on $200b ,2018,8,2,Walt Disney Co.,DIS,^DJI,Media/Entertainment,U.S.
US increased proposed tariff to 25% (from 10%) on $200b ,2018,8,2,Home Depot Inc.,HD,^DJI,Retail/Wholesale,U.S.
US increased proposed tariff to 25% (from 10%) on $200b ,2018,8,2,Walgreens Boots Alliance Inc.,WBA,^IXIC,Retail/Wholesale,U.S.
US increased proposed tariff to 25% (from 10%) on $200b ,2018,8,2,Walmart Inc.,WMT,^DJI,Retail/Wholesale,U.S.
US increased proposed tariff to 25% (from 10%) on $200b ,2018,8,2,Intel Corp.,INTC,^DJI,Technology,U.S.
US increased proposed tariff to 25% (from 10%) on $200b ,2018,8,2,Microsoft Corp.,MSFT,^IXIC,Technology,U.S.
US increased proposed tariff to 25% (from 10%) on $200b ,2018,8,2,Cisco Systems Inc.,CSCO,^IXIC,Technology,U.S.
US increased proposed tariff to 25% (from 10%) on $200b ,2018,8,2,Apple Inc.,AAPL,^IXIC,Technology,U.S.
US increased proposed tariff to 25% (from 10%) on $200b ,2018,8,2,Verizon Communications Inc.,VZ,^DJI,Telecom,U.S.
US increased proposed tariff to 25% (from 10%) on $200b ,2018,8,2,New Oriental Education & Technology Group Inc. ADR,EDU,^DJI,Business/Consumer Services,China
US increased proposed tariff to 25% (from 10%) on $200b ,2018,8,2,China Petroleum & Chemical Corp. ADR,SNP,^DJI,Energy,China
US increased proposed tariff to 25% (from 10%) on $200b ,2018,8,2,PetroChina Co. Ltd. ADR,PTR,^DJI,Energy,China
US increased proposed tariff to 25% (from 10%) on $200b ,2018,8,2,China Life Insurance Co. Ltd. ADR,LFC,^DJI,Financial Services,China
US increased proposed tariff to 25% (from 10%) on $200b ,2018,8,2,Phoenix New Media Ltd. Cl A ADR,FENG,^DJI,Media/Entertainment,China
US increased proposed tariff to 25% (from 10%) on $200b ,2018,8,2,Alibaba Group Holding Ltd. ADR,BABA,^DJI,Retail/Wholesale,China
US increased proposed tariff to 25% (from 10%) on $200b ,2018,8,2,Baidu Inc. ADR,BIDU,^IXIC,Technology,China
US increased proposed tariff to 25% (from 10%) on $200b ,2018,8,2,Weibo Corp. ADR,WB,^IXIC,Technology,China
US increased proposed tariff to 25% (from 10%) on $200b ,2018,8,2,China Telecom Corp. Ltd. ADR,CHA,^DJI,Telecom,China
US increased proposed tariff to 25% (from 10%) on $200b ,2018,8,2,China Southern Airlines Co. Ltd. ADR,ZNH,^DJI,Transportation/Logistics,China
China retaliated with second round of tariff,2018,8,3,DowDuPont Inc.,DWDP,^DJI,Basic Materials (Chemicals),U.S.
China retaliated with second round of tariff,2018,8,3,3M Co.,MMM,^DJI,Business/Consumer Services,U.S.
China retaliated with second round of tariff,2018,8,3,International Business Machines Corp.,IBM,^DJI,Business/Consumer Services,U.S.
China retaliated with second round of tariff,2018,8,3,Exxon Mobil Corp.,XOM,^DJI,Energy,U.S.
China retaliated with second round of tariff,2018,8,3,Chevron Corp.,CVX,^DJI,Energy,U.S.
China retaliated with second round of tariff,2018,8,3,Procter & Gamble Co.,PG,^DJI,Consumer Goods,U.S.
China retaliated with second round of tariff,2018,8,3,Nike Inc. Cl B,NKE,^DJI,Consumer Goods,U.S.
China retaliated with second round of tariff,2018,8,3,Coca-Cola Co.,KO,^DJI,Consumer Goods,U.S.
China retaliated with second round of tariff,2018,8,3,American Express Co.,AXP,^DJI,Financial Services,U.S.
China retaliated with second round of tariff,2018,8,3,VISA Inc. Cl A,V,^DJI,Financial Services,U.S.
China retaliated with second round of tariff,2018,8,3,Goldman Sachs Group Inc.,GS,^DJI,Financial Services,U.S.
China retaliated with second round of tariff,2018,8,3,UnitedHealth Group Inc.,UNH,^DJI,Financial Services,U.S.
China retaliated with second round of tariff,2018,8,3,JPMorgan Chase & Co.,JPM,^DJI,Financial Services,U.S.
China retaliated with second round of tariff,2018,8,3,Travelers Cos. Inc.,TRV,^DJI,Financial Services,U.S.
China retaliated with second round of tariff,2018,8,3,Johnson & Johnson,JNJ,^DJI,Health Care/Life Sciences,U.S.
China retaliated with second round of tariff,2018,8,3,Merck & Co. Inc.,MRK,^DJI,Health Care/Life Sciences,U.S.
China retaliated with second round of tariff,2018,8,3,Pfizer Inc.,PFE,^DJI,Health Care/Life Sciences,U.S.
China retaliated with second round of tariff,2018,8,3,United Technologies Corp.,UTX,^DJI,Industrial Goods,U.S.
China retaliated with second round of tariff,2018,8,3,Caterpillar Inc.,CAT,^DJI,Industrial Goods,U.S.
China retaliated with second round of tariff,2018,8,3,Boeing Co.,BA,^DJI,Industrial Goods,U.S.
China retaliated with second round of tariff,2018,8,3,McDonald's Corp.,MCD,^DJI,Leisure/Arts/Hospitality,U.S.
